,Sample_ID,ZIP_Code
317,30310266,34748
318,30310366,32824
319,10118646,28778
320,20217691,27530
321,40422441,32819
322,40401341,32328
323,40405186,34684
324,40410771,32807
325,20215826,27530
326,20211376,27317
327,20213026,27330
328,20210736,27316
329,20214396,28504
330,20215766,28409
331,10115201,28328
332,10112531,28364
333,10115671,28398
334,10113586,28339
335,20220241,28801
336,20212116,28315
337,20210381,28379
338,20215296,28328
339,20217436,27546
340,10107961,27563
341,10114541,28451
342,10110946,29536
343,10102971,27573
344,30313121,32696
345,30301016,32621
346,20211711,29161
347,10117401,28557
348,10115371,28586
349,10116816,28466
350,10110146,28394
351,10106716,27804
352,10103621,27596
353,10102526,27312
354,10113261,28409
355,10115511,28301
356,30307886,32707
357,20219676,28787
358,20215721,28405
359,10119951,28787
360,30316871,34684
361,30308986,32707
362,10119676,28804
363,10120041,28803
364,10119586,28786
365,30315746,33708
366,30319916,32725
367,30307991,32792
368,20210996,29150
369,20212336,29505
370,40419781,32817
371,20207666,27545
372,20214691,28328
373,30308456,32701
374,20217156,28412
375,20209476,29550
376,20205651,27882
377,20201016,27856
378,20209046,28170
379,40416526,33707
380,40420371,32724
381,10104046,27604
382,10108446,27573
383,10102271,27610
384,10105261,27527
385,20202961,27312
386,20208231,27807
387,20200861,27591
388,20216801,27534
389,10116106,27534
390,10110631,27330
391,10117656,27501
392,10109636,28327
393,10110071,28374
394,10113761,28409
395,10106926,27609
396,10116601,28443
397,10117336,28570
398,20215521,28411
399,40410601,32819
400,20216656,28303
401,40412831,34465
402,10114411,28409
403,30317006,33781
404,40410786,33825
405,40409376,32724
406,40417976,33715
407,30311676,32821
408,30323541,34711
409,30307326,32744
410,20203871,27514
411,20212931,27559
412,20207551,27610
413,20201691,27809
414,20205621,27511
415,20204451,27536
416,20217106,28463
417,20214061,27863
418,20210591,27330
419,20212321,27330
420,10115076,27863
421,10113001,27203
422,20207981,27529
423,20204321,27573
424,20218036,27817
425,20205401,27608
426,20204886,27612
427,20216296,27530
428,20217541,28570
429,20207001,27542
430,30321816,34761
431,10100261,27573
432,10100211,27609
433,20202426,27882
434,40424556,32822
435,40405136,33776
436,20207806,27603
437,30324486,33898
438,30322901,32822
439,10113946,28572
440,10114166,28463
441,30313461,34491
442,10119371,28804
443,10110961,29520
444,30311471,33875
445,40409806,34761
446,40412706,33859
447,40411816,34711
448,20201701,27379
449,40413601,34452
450,40413691,32347
451,20210766,29532
452,40400876,32159
453,40408426,32720
454,20212886,29512
455,20211491,29571
456,20213346,28472
457,20216811,28334
458,20215311,28348
459,20216661,28306
460,20202266,27607
461,20218176,28382
462,20210941,27203
463,20217706,28303
464,20217981,28540
465,40414296,33774
466,20208406,27603
467,20201936,27614
468,20200246,27540
469,20211526,27306
470,30303476,33776
471,30318441,33702
472,30305336,33702
473,30317776,33702
474,30314601,34677
475,10117261,28443
476,10103746,27536
477,10102551,27520
478,10104781,27344
479,10108241,27581
480,10105076,27557
481,30323486,34787
482,10117066,28334
483,10110366,28340
484,10119456,28749
485,10101236,27603
486,30324496,34748
487,30320061,32779
488,30321296,32714
489,30319606,32810
490,30300191,34479
491,30312216,34748
492,30306376,32724
493,10111321,27203
494,10102486,27614
495,10120066,28657
496,30312496,33834
497,30317556,33763
498,40407001,32703
499,40402926,33755
500,40414561,34668
501,40424601,33844
502,20200496,27511
503,20208276,27816
504,40406126,34691
505,40404221,34691
506,30317651,34689
507,30301341,34638
508,30324351,32822
509,10106901,27612
510,30301176,34432
511,30306536,32792
512,10112861,29506
513,30305446,34698
514,30300811,32159
515,30303836,33541
516,30311131,32829
517,40403341,33704
518,40418676,34698
519,20219291,28786
520,40418781,34689
521,20214686,28409
522,20220396,28711
523,40401186,34731
524,10117991,28555
525,30322341,34761
526,10111131,28315
527,30317986,33715
528,30315321,34698
529,30312436,33837
530,30323006,34761
531,30303011,34698
532,30306311,32703
533,10120736,28785
534,10114821,28409
535,40404201,33755
536,40411926,32812
537,40402936,34668
538,40413071,32618
539,20208761,27576
540,40403356,33701
541,20204856,27591
542,40412851,32052
543,40412366,32809
544,40420396,32707
545,20211051,28170
546,20210701,28376
547,40419411,32744
548,40424506,32818
549,20213176,29154
550,20212946,27330
551,20219561,28805
552,40407021,32701
553,20220381,28711
554,20220456,28801
555,20210621,29154
556,40403106,33776
557,40405741,33785
558,30303491,34691
559,10101776,27536
560,10120906,28787
561,10111866,29570
562,20213926,28405
563,20214286,28540
564,20217206,28405
565,20216031,28472
566,10103986,27565
567,10106501,27612
568,10111856,27306
569,10116906,28530
570,10110261,27209
571,10120401,28803
572,10109236,27330
573,30304356,34653
574,30312256,33844
575,10107566,27312
576,10109826,29583
577,20211061,29536
578,20211071,29150
579,30305116,34698
580,40415881,34698
581,20215716,28540
582,40414816,34655
583,30312491,33843
584,10119316,28751
585,30321261,32757
586,30319016,32779
587,30300816,32195
588,10120511,28732
589,10100926,27603
590,20216336,28471
591,40411236,34759
592,40420931,32789
593,30317231,33709
594,30309836,33838
595,30304561,33774
596,10107646,27844
597,30300636,34601
598,30311901,33852
599,30301216,34601
600,30301186,34785
601,30312276,33870
602,20218666,28320
603,20216826,28429
604,20207471,27615
605,40400701,32340
606,30302961,33762
607,30311261,32825
608,30321646,33872
609,10119791,28803
610,30302386,33764
611,10103991,27565
612,10103101,27520
613,10112046,29505
614,10108561,28327
615,10119366,28701
616,10111301,28315
617,40414031,32159
618,20212021,29536
619,20211031,29550
620,40417721,34683
621,20210451,28340
622,40418221,34653
623,40407161,32751
624,40420381,32738
625,40407126,32735
626,30308581,32701
627,40418081,33761
628,40406041,33540
629,40416761,33707
630,20208531,27856
631,40416616,33774
632,10118966,28803
633,30307951,32735
634,10119236,28803
635,30307121,32810
636,30316286,34683
637,30304386,34689
638,30301661,33759
639,10119471,28806
640,10118471,28560
641,10119101,28805
642,20218736,28532
643,40423706,32836
644,40413596,32159
645,40411206,32822
646,40405731,33767
647,20212181,29501
648,40412006,32837
649,10117611,28516
650,10107271,27856
651,10116571,28334
652,10112476,27330
653,30324516,33837
654,10119896,28786
655,30324471,33870
656,30320226,32746
657,40409641,32812
658,40405476,33709
659,20201276,27856
660,20215176,28314
661,20215361,28328
662,10110101,29505
663,10100321,27603
664,10100476,27603
665,10104906,27536
666,20210536,29550
667,20205976,27587
668,20203321,27312
669,20206361,27610
670,20203846,27511
671,40400141,34420
672,10112691,29556
673,10114146,28540
674,10113166,28366
675,30313916,32159
676,30305681,33763
677,30309916,32806
678,10120856,28730
679,40423926,33837
680,40419216,32763
681,30306431,32779
682,20205636,27511
683,20205671,27520
684,20203786,27524
685,20215651,28562
686,40400831,34491
687,20202651,27520
688,20210761,29550
689,10114826,28589
690,10111036,29570
691,10113016,28358
692,30301111,34472
693,30309271,33897
694,30312911,34465
695,30312711,34465
696,30302026,33772
697,10114336,28411
698,10116521,28323
699,10113086,28334
700,10114416,28320
701,10117616,27501
702,10100981,27511
703,10116966,28557
704,10102686,27524
705,10117371,28412
706,20202071,27565
707,20203036,27526
708,20205126,27610
709,30304616,33709
710,30305126,34698
711,30305051,34691
712,20211021,28369
713,20207731,27804
714,20213331,28526
715,20210446,29709
716,40411611,33876
717,10114806,28504
718,30315346,33774
719,40418881,33778
720,40417421,33771
721,40416651,33772
722,20216416,28449
723,20218646,28334
724,10111336,28374
725,30310496,32836
726,30308806,32714
727,30311481,34758
728,20209531,28387
729,20206126,27511
730,20212441,28376
731,10110481,28327
732,10108091,27597
733,40413411,34453
734,40412886,34465
735,30316626,34655
736,30301251,34731
737,10120571,28704
738,10120316,28805
739,30301836,33711
740,20219371,28803
741,40405181,34652
742,40401486,33773
743,40423426,32837
744,30300106,34465
745,10120381,28805
746,30317751,33767
747,30318486,34652
748,30318641,33770
749,30309381,34787
750,40411031,33884
751,10112116,29574
752,30304741,33702
753,30314326,33776
754,30304971,34685
755,10117906,28451
756,10103261,27343
757,10119641,28806
758,40423081,33897
759,30311136,32809
760,10106731,27610
761,10102416,27540
762,10109816,28352
763,10117141,28318
764,10110346,27330
765,10115381,27534
766,30300821,32348
767,30306261,34698
768,20211791,27330
769,20211156,29574
770,20200631,27511
771,10103851,27526
772,10101156,27502
773,10104466,27591
774,30320516,32817
775,30308046,32708
776,30307641,32810
777,10115016,28405
778,10104721,27804
779,10101151,27526
780,10118116,28451
781,10107856,27501
782,10104471,27613
783,40416636,34689
784,30319861,32701
785,30310686,34761
786,30322026,34761
787,30323386,34711
788,30300831,32456
789,10112976,29555
790,10105041,27312
791,10106406,27511
792,10119161,28715
793,10120426,28805
794,10118291,28457
795,10110731,29532
796,10107051,27601
797,10119571,28748
798,10113236,28328
799,30304016,34655
800,30301771,34683
801,30303526,33760
802,10102406,27519
803,10103341,27844
804,10113531,28457
805,10116996,28428
806,30323626,33844
807,10108966,28326
808,10119706,28704
809,10112801,29010
810,10112866,29154
811,30301466,33761
812,20216346,28443
813,20215581,28409
814,40406626,32765
815,20213001,28327
816,20220266,28732
817,20208201,27520
818,20216931,28403
819,20219196,28801
820,20216366,28320
821,40401666,34655
822,20208521,27537
823,40414071,34601
824,40418696,33540
825,20212731,28383
826,20218621,28443
827,20215211,28409
828,20202911,27612
829,20206531,27606
830,20203061,27607
831,40422051,32836
832,20212871,29078
833,40400456,34446
834,40417716,34668
835,20220576,28803
836,20218261,28457
837,40417811,33763
838,40412476,34711
839,30315391,34684
840,10109781,29505
841,30323766,32837
842,30301521,34689
843,30313036,34601
844,10101131,27612
845,10109966,29010
846,10104941,27587
847,20217291,28412
848,20206441,27610
849,20200596,27511
850,40415921,33704
851,10112771,29069
852,30302996,34685
853,30317961,33707
854,10120451,28801
855,10112496,29519
856,40407511,32826
857,40423336,32819
858,20211651,29150
859,40422186,34734
860,20220366,28777
861,20219756,28716
862,20209701,29555
863,40413266,34461
864,20207511,27513
865,20203206,27617
866,40413141,34480
867,20203241,27555
868,20211366,29501
869,40414566,33542
870,20216771,28573
871,40416661,33782
872,20209166,29555
873,40415406,33709
874,20211661,29550
875,40404436,34698
876,20218671,28529
877,20212226,29102
878,20202511,27603
879,20217226,28405
880,40420101,32726
881,10111471,29506
882,10100881,27604
883,30312446,33890
884,10110256,29161
885,30308276,32712
886,20213581,27530
887,20218921,28463
888,20209516,29506
889,20211976,29505
890,10103386,27344
891,10104611,27577
892,30310406,32821
893,30310166,32818
894,10112701,29506
895,10114891,28328
896,40414251,34652
897,40409491,32744
898,20221031,28806
899,40403256,34653
900,10108351,27801
901,30310001,33825
902,30323921,32824
903,10108616,27330
904,10111536,28374
905,10115356,28411
906,30317316,33761
907,10104591,27603
908,30312916,34442
909,10118856,28806
910,30316376,33541
911,10109821,29501
912,30301971,33755
913,30316136,33702
914,10112971,27330
915,10108621,29040
916,30322691,34786
917,30306391,32773
918,10104976,27850
919,30303431,34655
920,10102056,27519
921,10106086,27536
922,40409326,32712
923,40406736,32757
924,40420991,32765
925,40410316,32835
926,40424661,32812
927,40412356,34736
928,40410416,32835
929,20217531,28403
930,20206836,27607
931,20203516,27609
932,40418606,33549
933,40403396,33764
934,20211451,29150
935,20201346,27850
936,40412461,33825
937,40424596,33897
938,40424151,33853
939,40402586,33760
940,20211116,29102
941,20209296,29506
942,20200481,27520
943,40408891,32817
944,40422201,32829
945,40423626,34787
946,40421521,32826
947,10116096,28328
948,10101141,27529
949,10110251,29709
950,10108081,27502
951,10105401,27610
952,10108416,27536
953,10101531,27576
954,10105941,27511
955,10102011,27624
956,10109581,29550
957,10103441,27616
958,10120946,28805
959,10120551,28806
960,30309196,32824
961,30309841,34761
962,10104006,27882
963,10110601,28345
964,40409761,34761
965,10112836,29510
966,30319661,32779
967,20206816,27529
968,10102451,27587
969,30306271,33778
970,10110666,27330
971,30302361,33782
972,40401586,34653
973,40418961,34653
974,20217551,28328
975,30315831,34668
976,30304531,34668
977,30316061,33755
978,30304771,33709
979,30303416,33782
980,10107316,27603
981,10106176,27526
982,10114436,28401
983,10116511,28411
984,10103401,27536
985,30315996,34668
986,40420186,32707
987,40406526,32720
988,40408401,32765
989,40406136,33764
990,40418236,34668
991,40417061,33756
992,40400931,34436
993,20220201,28805
994,40411001,32825
995,20210781,29556
996,20219401,28803
997,40409896,32825
998,40400691,34453
999,40404151,33770
1000,20211641,27325
1001,20213016,28359
1002,40411431,34759
1003,40423256,34761
1004,40413471,34465
1005,40419501,32792
1006,30321336,32730
1007,30303611,33707
1008,30317701,34684
1009,20211151,29555
1010,20214336,27530
1011,40403211,34691
1012,40419051,34698
1013,40413306,32633
1014,40408026,32726
1015,40411746,32825
1016,40414721,33755
1017,40417526,34698
1018,40405576,34684
1019,20201846,27541
1020,40416281,34655
1021,40403706,33781
1022,30317861,34655
1023,30315571,34698
1024,30314836,33711
1025,30301806,33770
1026,30317011,34655
1027,30301206,34601
1028,30317886,33759
1029,20210856,27229
1030,20211096,28379
1031,20218846,28532
1032,20209491,29505
1033,20217071,28403
1034,20206251,27536
1035,20204466,27816
1036,20215061,28472
1037,20215916,28403
1038,10112181,29571
1039,10110636,29511
1040,10103981,27305
1041,10115171,28586
1042,10106221,27607
1043,10115186,28348
1044,30310861,34747
1045,30306281,33764
1046,10117406,28557
1047,10113626,28323
1048,10118176,28544
1049,10102841,27520
1050,30302466,34655
1051,30323816,32808
1052,10102266,27344
1053,10111636,29565
1054,10118006,28457
1055,30323881,34761
1056,30317026,34689
1057,40424696,33852
1058,30300871,34491
1059,10120991,27583
1060,10104271,27513
1061,30314126,34683
1062,10121091,27534
1063,20218966,28453
1064,20218521,28320
1065,20200526,27603
1066,20216591,28516
1067,40417166,34652
1068,20200436,27615
1069,40414336,34689
1070,40423066,33844
1071,20214426,28411
1072,10110116,29501
1073,10116651,27806
1074,10115271,28303
1075,10113831,28409
1076,10115376,28540
1077,20215091,28306
1078,20215886,28504
1079,30303556,33756
1080,40410261,34711
1081,40410086,32835
1082,20213326,28428
1083,20211726,27330
1084,20206181,27609
1085,20206871,27609
1086,20210256,27341
1087,20212541,29554
1088,40407816,32750
1089,40416331,33705
1090,40401466,33764
1091,20211531,27330
1092,10110096,28377
1093,10113126,28540
1094,30314521,33703
1095,10112176,29571
1096,30313651,34446
1097,30313446,34465
1098,30318346,34653
1099,10102041,27525
1100,10107766,27536
1101,30306511,32820
1102,30309861,34759
1103,40411036,32835
1104,20206806,27607
1105,40417906,33707
1106,20215576,28457
1107,20212581,28377
1108,20219701,28721
1109,40424716,33897
1110,40422106,32835
1111,40408546,32765
1112,40419746,32828
1113,40415716,33755
1114,40404781,33703
1115,20209036,29154
1116,20213166,29591
1117,20205896,27525
1118,10114561,28540
1119,10103486,27856
1120,10107876,27891
1121,10109751,28374
1122,30321571,32735
1123,10120561,28705
1124,30321996,34761
1125,10103996,27610
1126,10100796,27609
1127,10116706,28303
1128,30319336,32810
1129,30322706,34747
1130,30306316,32713
1131,20211436,28364
1132,20221161,28778
1133,40421761,34788
1134,20204556,27609
1135,40424091,32818
1136,20214991,28390
1137,40406841,32712
1138,10110656,28379
1139,10109106,28340
1140,10104381,27542
1141,10120666,28806
1142,30313926,32358
1143,30300291,32347
1144,30322246,32825
1145,30307891,32724
1146,10102616,27526
1147,10116581,28562
1148,30309911,32824
1149,10116486,28585
1150,10106076,27610
1151,30306366,32725
1152,10119451,28777
1153,30322346,32824
1154,30307181,32763
1155,10117551,28403
1156,30323661,33843
1157,30303911,33716
1158,10115301,28409
1159,10104756,27513
1160,30310226,32825
1161,10119276,28748
1162,20219296,28732
1163,40424586,34772
1164,20202881,27613
1165,20208831,27312
1166,20204841,27536
1167,10110641,29150
1168,30306956,32725
1169,10115331,28586
1170,30321536,32726
1171,40420086,32765
1172,40408011,32789
1173,20218561,28339
1174,20211551,28315
1175,20211341,29550
1176,20205836,27610
1177,20213971,27546
1178,20215336,28401
1179,20215881,28425
1180,40407031,32714
1181,20203251,27344
1182,40402091,34685
1183,40418836,34695
1184,40410391,32822
1185,30308776,32779
1186,30309116,32826
1187,30309326,32808
1188,40403886,33764
1189,20205626,27606
1190,30304191,33772
1191,10113936,28501
1192,10118461,27806
1193,10102626,27540
1194,10106321,27609
1195,10108601,29571
1196,10112961,29536
1197,30305026,33759
1198,10111461,28387
1199,10118066,28530
1200,20203756,27603
1201,20202726,27576
1202,20209361,27298
1203,20206556,27612
1204,10109391,27205
1205,10120986,27549
1206,10105411,27511
1207,20218026,27546
1208,10101826,27576
1209,20202876,27577
1210,10113211,27524
1211,10101221,27577
1212,20200381,27513
1213,20211831,27203
1214,20202566,27513
1215,10104946,27607
1216,10114856,28540
1217,20202866,27592
1218,10114211,28540
1219,20202191,27608
1220,20202201,27617
1221,20203006,27614
1222,40400321,32327
1223,20204471,27616
1224,10108406,27525
1225,30313436,32159
1226,10110541,29078
1227,20213671,28539
1228,20209231,29501
1229,10107541,27529
1230,20220116,28787
1231,20208986,29728
1232,10104601,27560
1233,30311161,32824
1234,30309321,32819
1235,30319626,32724
1236,30307971,32708
1237,30309571,32818
1238,30306506,32708
1239,40420131,32713
1240,20203336,27502
1241,20201141,27540
1242,40422401,32836
1243,30306341,32708
1244,10119596,28704
1245,30302161,33773
1246,40419831,32714
1247,10104851,27603
1248,30309406,32829
1249,40416861,33762
1250,30301991,34689
1251,40403261,34668
1252,40411676,33843
1253,40411651,34787
1254,40400266,34453
1255,40416926,34685
1256,20207301,27513
1257,30315726,33782
1258,30315011,34668
1259,40416586,34690
1260,30321791,32819
1261,30323861,34746
1262,30314551,33774
1263,40412836,34432
1264,30318921,32826
1265,30300356,32355
1266,40408116,32817
1267,20201601,27502
1268,40403941,33782
1269,40406271,34683
1270,40403526,33703
1271,10114116,28412
1272,30311546,33896
1273,30302576,34690
1274,10109846,27330
1275,40422836,32825
1276,40401721,33781
1277,40401946,33760
1278,40424221,32821
1279,30306196,34690
1280,40420751,32701
1281,30316316,34698
1282,10101586,27603
1283,10108701,29709
1284,30301596,33770
1285,30314316,34683
1286,40413186,34601
1287,40415246,34655
1288,40406341,33771
1289,10109616,29550
1290,40408456,32724
1291,40400656,32347
1292,20209341,28375
1293,20205766,27513
1294,30312481,34711
1295,30302986,34698
1296,30302441,34639
1297,10115106,28405
1298,30320396,32810
1299,30309446,32806
1300,30311686,33844
1301,10116526,28403
1302,40408086,32703
1303,30323806,33853
1304,30319756,32725
1305,30317851,34655
1306,30307116,32750
1307,30306896,32765
1308,40424711,33825
1309,40403181,33776
1310,20219641,28704
1311,40401126,34480
1312,40419496,32713
1313,30314806,33706
1314,10104136,27526
1315,10117811,28529
1316,30307761,32726
1317,10107791,27565
1318,30301546,33770
1319,10112766,27207
1320,20214296,28409
1321,30302936,34698
1322,30305746,34653
1323,20219091,28715
1324,20208481,27573
1325,40423556,33870
1326,30305566,34684
1327,40414226,33549
1328,40404731,34698
1329,20213341,28458
1330,10105711,27614
1331,10100861,27597
1332,30315891,33710
1333,20211351,27306
1334,40421926,32724
1335,40413656,32668
1336,30304536,33707
1337,30322551,33875
1338,30302436,33761
1339,10114316,28409
1340,30312666,33837
1341,30303481,33785
1342,30302921,33761
1343,30317421,33705
1344,40411231,33852
1345,40405111,33706
1346,40416856,33710
1347,40416601,34690
1348,40415841,33710
1349,40400901,34442
1350,40414361,34655
1351,40409996,32837
1352,40417126,33759
1353,40417921,34639
1354,40400516,34491
1355,40423541,33853
1356,40410451,34734
1357,10113076,28457
1358,10102806,27511
1359,10105356,27609
1360,10112736,29506
1361,10103311,27609
1362,10110981,29506
1363,10104921,27617
1364,30300251,34480
1365,30304031,34655
1366,10101186,27615
1367,30304676,33767
1368,10101436,27606
1369,10107201,27615
1370,10104386,27617
1371,30314541,33772
1372,10110531,29078
1373,30307511,32720
1374,30300481,34491
1375,30310286,34734
1376,30317966,33707
1377,10120606,28711
1378,30320821,32701
1379,30300206,32320
1380,30314556,33760
1381,40400461,34432
1382,40401001,32344
1383,40420641,32707
1384,10118986,28716
1385,10110011,29501
1386,30308951,32763
1387,10110411,27316
1388,30306051,34689
1389,40408246,32701
1390,40424501,32835
1391,40408751,32792
1392,20200871,27614
1393,40403811,33782
1394,40402821,33714
1395,20213446,28546
1396,30322621,34747
1397,20214346,28540
1398,10100316,27513
1399,10119961,28806
1400,30322841,32808
1401,40419076,32746
1402,40404816,33756
1403,30324446,32822
1404,40402371,33711
1405,30317721,33716
1406,10118586,28732
1407,40402736,33703
1408,20219141,28701
1409,40402561,33707
1410,40423371,34711
1411,40415996,33706
1412,20211166,29010
1413,20215786,28391
1414,20216406,28405
1415,20219481,28786
1416,40407131,32751
1417,10109556,29505
1418,20220031,28804
1419,40400396,32617
1420,40407076,32130
1421,30313841,32696
1422,10115061,28540
1423,10103046,27607
1424,10103751,27526
1425,20200801,27536
1426,20200461,27529
1427,20202666,27807
1428,30301226,32159
1429,20213281,28411
1430,40420491,32765
1431,10115701,28546
1432,40412861,34446
1433,30320166,32730
1434,40413486,34453
1435,40412806,34430
1436,40400351,34429
1437,30320486,32725
1438,30306746,32817
1439,40404081,33712
1440,40423281,32821
1441,40414581,33773
1442,20215981,28328
1443,20214611,28560
1444,20213976,28334
1445,20214556,28409
1446,10110296,27203
1447,10115986,28512
1448,10111796,27330
1449,20203141,27513
1450,10113696,28412
1451,10102646,27609
1452,10120176,28777
1453,10103866,27616
1454,10101966,27615
1455,20213761,28411
1456,10113456,28409
1457,30306866,32707
1458,30306841,32703
1459,20204776,27520
1460,40421821,32707
1461,40413981,32327
1462,20218101,28398
1463,10113176,28532
1464,10118581,28804
1465,30319026,32725
1466,40411116,33852
1467,40424886,33837
1468,20216151,27521
1469,20207781,27612
1470,20215171,27530
1471,20205141,27850
1472,20218866,28341
1473,20217066,28582
1474,30312971,34432
1475,10113846,27534
1476,10100481,27511
1477,10113221,27546
1478,10103421,27526
1479,10117596,28382
1480,40407686,32713
1481,20202536,27529
1482,20210626,27355
1483,20202801,27529
1484,20215276,28529
1485,40408606,32180
1486,40419726,32746
1487,10107771,27529
1488,20201271,27526
1489,20210741,27298
1490,10103106,27344
1491,10100551,27539
1492,30313101,34465
1493,10117471,27530
1494,40402461,33549
1495,20209281,28376
